구분번호,대통령,글제목,연설일자,원문보기,연설장소
1310437,윤보선,제2대 윤보선 대통령 취임사,1960-08-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264342600043426015393.PDF,국내
1310438,윤보선,"윤보선 대통령 부산연설 ""독재재기 경계""",1960-08-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264342500043425015392.PDF,지역
1310439,윤보선,"윤보선 대통령 대구연설 ""도의심 앙양 강조""",1960-09-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264342400043424015391.PDF,지역
