구분번호,대통령,글제목,연설일자,원문보기,연설장소
1306648,최규하,대통령 긴급조치 제9호 해제에 즈음한 담화,1979-12-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263756800037568019535.PDF,국내
1306649,최규하,온산동제련소 준공식 치사,1979-12-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263756900037569019536.PDF,국내
1306650,최규하,통일주체국민회의 대의원들에게 보내는 친서,1979-12-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757000037570019537.PDF,국내
1306651,최규하,통일주체국민회의 대의원들에게 보내는 친서,1979-12-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757100037571019538.PDF,국내
1306652,최규하,제10대 대통령 취임사,1979-12-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757200037572019539.PDF,국내
1306653,최규하,주한 유엔군장병에게 보내는 성탄절 메시지,1979-12-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757300037573019540.PDF,국제
1306654,최규하,전국새마을지도자대회 치사,1979-12-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757400037574019541.PDF,국내
1306655,최규하,1980년 신년사,1980-01-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757500037575019542.PDF,국내
1306656,최규하,1980년 연두 기자회견,1980-01-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757600037576019543.PDF,국내
1306657,최규하,1980년도 대간첩대책 중앙회의 유시,1980-01-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757700037577019544.PDF,국내
1306658,최규하,여천석유화학공장 합동준공식 치사,1980-01-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757800037578019545.PDF,국내
1306659,최규하,기강확립에 관한 특별지시,1980-02-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263757900037579019546.PDF,국내
1306660,최규하,국정자문회의 발족에 즈음한 인사,1980-02-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758000037580019547.PDF,국내
1306661,최규하,긴급조치위반자 복권조치에 즈음한 담화,1980-02-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758100037581019548.PDF,국내
1306662,최규하,제61주년 3·1절 기념사,1980-03-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758200037582019549.PDF,국내
1306663,최규하,한국정신문화연구원 부설 한국학대학원 개원식 및 1980년도 입학식 치사,1980-03-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758300037583019550.PDF,국내
1306664,최규하,조선일보 창간 제60주년 축사,1980-03-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758400037584019551.PDF,국내
1306665,최규하,헌법개정발의안원회 개회식 인사,1980-03-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758500037585019552.PDF,국내
1306666,최규하,전국지방장관·시장·군수·구청장 및 경찰서장회의 유시,1980-03-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758600037586019553.PDF,국내
1306667,최규하,동아일보 창간 제60주년 축사,1980-04-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758700037587019554.PDF,국내
1306668,최규하,육군사관학교 제36기 졸업식 유시,1980-04-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758800037588019555.PDF,국내
1306669,최규하,공군사관학교 제28기 졸업식 유시,1980-04-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263758900037589019556.PDF,국내
1306670,최규하,제35회 식목일 담화문,1980-04-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759000037590019557.PDF,국내
1306671,최규하,제24회 신문의 날 기념대회 치사,1980-04-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759100037591019558.PDF,국내
1306672,최규하,한국형 전투구축함 울산함 진수식 치사,1980-04-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759200037592019559.PDF,국내
1306673,최규하,해군사관학교 제34기 졸업식 유시,1980-04-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759300037593019560.PDF,국내
1306674,최규하,최근의 내외정세에 관한 담화,1980-04-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759400037594019561.PDF,국내
1306675,최규하,청평양수발전소 준공식 치사,1980-04-16,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759500037595019562.PDF,국내
1306676,최규하,재일본 대한민국 거류민단 중앙본부 장총명 단장에게 보내는 친서,1980-04-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759600037596019563.PDF,국제
1306677,최규하,새마을운동 10주년 담화문,1980-04-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759700037597019564.PDF,국내
1306678,최규하,중동방문을 위한 출국인사,1980-05-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759800037598019565.PDF,국내
1306679,최규하,대한민국 정부와 사우디아라비아국왕 정부간의 공동성명,1980-05-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263759900037599019566.PDF,국제
1306693,최규하,쿠웨이트국 공식방문 종료에 즈음한 신문발표,1980-05-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760000037600019567.PDF,국제
1306680,최규하,중동방문 귀국인사,1980-05-16,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760100037601019568.PDF,국내
1306681,최규하,특별성명,1980-05-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760200037602019569.PDF,국내
1306682,최규하,광주시민에게 보내는 특별담화,1980-05-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760300037603019570.PDF,국내
1306683,최규하,국가보위비상대책위원회 제1차 총회 유시,1980-05-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760400037604019571.PDF,국내
1306684,최규하,제25회 현충일 추념사,1980-06-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760500037605019572.PDF,국내
1306685,최규하,제9회 전국소년체육대회 개회식 치사,1980-06-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760600037606019573.PDF,국내
1306686,최규하,국가기강확립에 관한 담화,1980-06-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760700037607019574.PDF,국내
1306687,최규하,전국지방장관에게 보내는 친서,1980-07-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760800037608019575.PDF,국내
1306688,최규하,제32주년 제헌절 경축사,1980-07-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263760900037609019576.PDF,국내
1306689,최규하,국방대학원 졸업식 유시,1980-07-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263761000037610019577.PDF,국내
1306690,최규하,제35주년 광복절 경축사,1980-08-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263761100037611019578.PDF,국내
1306691,최규하,성명,1980-08-16,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263761200037612019579.PDF,국내
1306692,최규하,통일주체국민대회 대의원에게 보내는 친서,1980-08-16,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263761300037613019580.PDF,국내
