구분번호,대통령,글제목,연설일자,원문보기,연설장소
1306725,전두환,전문경영인과 산업기술인을 위한 리셉션 격려,1980-12-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263764500037645019612.PDF,국내
1306726,전두환,전국새마을지도자대회 치사,1980-12-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263764600037646019613.PDF,국내
1306727,전두환,전국새마을지도자에게 보내는 친서,1980-12-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263764700037647019614.PDF,국내
1306728,전두환,해외건설업체 대표 리셉션 격려,1980-12-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263764800037648019615.PDF,국내
1306729,전두환,보건의료인을 위한 리셉션 격려,1980-12-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263764900037649019616.PDF,국내
1306730,전두환,주한 유엔군장병에게 보내는 성탄절 메시지,1980-12-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765000037650019617.PDF,국제
1306731,전두환,공무원윤리헌장 선포식 및 우수공무원 포상식 치사,1980-12-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765100037651019618.PDF,국내
1306732,전두환,농어촌지도자를 위한 리셉션 격려,1980-12-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765200037652019619.PDF,국내
1306734,전두환,통일일보와의 회견,1981-01-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765400037654019621.PDF,국내
1306733,전두환,1981년 신년사,1981-01-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765300037653019620.PDF,국내
1306735,전두환,이집트 알·아람지와의 회견,1981-01-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765500037655019622.PDF,국내
1306736,전두환,새해 국정연설,1981-01-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765600037656019623.PDF,국내
1306737,전두환,전국 대학총학장을 위한 만찬 격려,1981-01-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765700037657019624.PDF,국내
1306738,전두환,민주정의당 당총재 및 대통령 후보 수락 연설,1981-01-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765800037658019625.PDF,국내
1306739,전두환,재미동포에 대한 메시지,1981-01-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263765900037659019626.PDF,국내
1306740,전두환,대간첩대책 중앙회의 유시,1981-01-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766000037660019627.PDF,국내
1306741,전두환,정화지 창간호 기념 특별기고,1981-01-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766100037661019628.PDF,국내
1306743,전두환,대통령선거인단 선거 및 대통령 선거일 공고 담화,1981-01-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766300037663019630.PDF,국내
1306742,전두환,비상계엄해제에 즈음한 담화,1981-01-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766200037662019629.PDF,국내
1306744,전두환,민주정의당 시도지부 결성대회 치사,1981-01-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766400037664019631.PDF,국내
1306746,전두환,[미합중국 공식방문편]방미출발성명,1981-01-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766600037666019633.PDF,국제
1306747,전두환,[미합중국 공식방문편]로스엔젤레스도착 인사,1981-01-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766700037667019634.PDF,국제
1306748,전두환,[미합중국 공식방문편]로스엔젤레스시장 주최 만찬 만찬사,1981-01-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766800037668019635.PDF,국제
1306745,전두환,민주정의당 대통령후보 지상연설,1981-01-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766500037665019632.PDF,국내
1306750,전두환,[미합중국 공식방문편]로스엔젤레스동포 초청 리셉션 연설,1981-01-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767000037670019637.PDF,국제
1306749,전두환,[미합중국 공식방문편]우정의 종타종식,1981-01-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263766900037669019636.PDF,국제
1306751,전두환,[미합중국 공식방문편]록펠러총재 주최 만찬 만찬사,1981-01-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767100037671019638.PDF,국제
1306753,전두환,[미합중국 공식방문편]뉴욕동포 초청 리셉션 연설,1981-01-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767300037673019640.PDF,국제
1306752,전두환,[미합중국 공식방문편]한미경제협의회·극동경제위원회·아시아협회 주최 만찬 연설,1981-01-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767200037672019639.PDF,국제
1306754,전두환,[미합중국 공식방문편]워싱턴동포 초청 리셉션 연설,1981-02-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767400037674019641.PDF,국제
1306757,전두환,[미합중국 공식방문편]전두환 대한민국 대통령각하와 로널드 레이건 미합중국 대통령각하 간의 공동성명,1981-02-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767700037677019644.PDF,국제
1306759,전두환,[미합중국 공식방문편]미 하원외교위에서의 인사말,1981-02-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767900037679019646.PDF,국제
1306755,전두환,[미합중국 공식방문편]레이건대통령 주최 오찬 답사,1981-02-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767500037675019642.PDF,국제
1306758,전두환,[미합중국 공식방문편]미 상원외교위에서의 인사말,1981-02-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767800037678019645.PDF,국제
1306756,전두환,[미합중국 공식방문편]한·미정상회담 소감,1981-02-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263767600037676019643.PDF,국제
1306761,전두환,[미합중국 공식방문편]내쇼날 프레스클럽 연설문,1981-02-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768100037681019648.PDF,국제
1306760,전두환,[미합중국 공식방문편]미 스미소니언박물관에서의 인사말,1981-02-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768000037680019647.PDF,국제
1306762,전두환,[미합중국 공식방문편]미 태평양연합사 주최 오찬 오찬회 ,1981-02-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768200037682019649.PDF,국제
1306764,전두환,[미합중국 공식방문편]하와이동서문화센터 방문 인사말,1981-02-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768400037684019651.PDF,국제
1306766,전두환,[미합중국 공식방문편]수행기자단과의 회견,1981-02-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768600037686019653.PDF,국제
1306763,전두환,[미합중국 공식방문편]하와이주지사 주최 만찬 만찬사,1981-02-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768300037683019650.PDF,국제
1306765,전두환,[미합중국 공식방문편]하와이동포 초청 리셉션 인사말,1981-02-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768500037685019652.PDF,국제
1306767,전두환,[미합중국 공식방문편]레이건 대통령에게 보내는 기상 메시지,1981-02-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768700037687019654.PDF,국제
1306768,전두환,[미합중국 공식방문편]괌도거주동포 격려 연설,1981-02-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768800037688019655.PDF,국제
1306769,전두환,[미합중국 공식방문편]귀국인사,1981-02-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263768900037689019656.PDF,국내
1306770,전두환,민주정의당 대통령후보 선거연설,1981-02-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769000037690019657.PDF,국내
1306771,전두환,포항종합제철 제4기설비 및 850만톤 종합준공식 치사,1981-02-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769100037691019658.PDF,국내
1306772,전두환,원자력발전소 7·8호기 기공식,1981-02-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769200037692019659.PDF,국내
1306773,전두환,제62주년 3·1절 기념사,1981-03-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769300037693019660.PDF,국내
1306774,전두환,제12대 대통령 취임사,1981-03-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769400037694019661.PDF,국내
1306775,전두환,대통령당선 경축 외국대사들을 위한 만찬연설,1981-03-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769500037695019662.PDF,국내
1306776,전두환,대통령당선 경축 국내인사들을 위한 만찬연설,1981-03-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769600037696019663.PDF,국내
1306777,전두환,민주정의당 당원들에게 보내는 친서,1981-03-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769700037697019664.PDF,국내
1306778,전두환,근로자의날 치사,1981-03-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769800037698019665.PDF,국내
1306779,전두환,육군사관학교 제37기졸업식 유시,1981-04-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263769900037699019666.PDF,국내
1306780,전두환,제13주년 예비군의날 치사,1981-04-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770000037700019667.PDF,국내
1306781,전두환,공군사관학교 제29기졸업식 유시,1981-04-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770100037701019668.PDF,국내
1306782,전두환,해군사관학교 35기졸업식 유시,1981-04-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770200037702019669.PDF,국내
1306783,전두환,제11대국회 개원식 치사,1981-04-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770300037703019670.PDF,국내
1306784,전두환,미국 타임지와의 회견,1981-04-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770400037704019671.PDF,국내
1306785,전두환,국정자문회의 개회식 치사,1981-04-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770500037705019672.PDF,국내
1306787,전두환,미국 리더스지와의 회견,1981-04-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770700037707019674.PDF,국내
1306786,전두환,멀둔 뉴질랜드 수상부처를 위한 오찬인사,1981-04-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263770600037706019673.PDF,국내
1306793,전두환,나라와 국가원수를 위한 기원법회 인사말,1981-05-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771300037713019680.PDF,국내
1306794,전두환,국가조찬기도회 인사말,1981-05-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771400037714019681.PDF,국내
1306795,전두환,일본 시사통신과의 회견,1981-06-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771500037715019682.PDF,국내
1306796,전두환,평화통일정책자문회의 개회사,1981-06-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771600037716019683.PDF,국내
1306797,전두환,제26회 현충일 추념식 추념사,1981-06-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771700037717019684.PDF,국내
1306798,전두환,건설의 날 기념식 치사,1981-06-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771800037718019685.PDF,국내
1306799,전두환,인니 국영TV와의 회견,1981-06-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263771900037719019686.PDF,국내
1306804,전두환,[아세안5개국 순방편]수하르토인니 대통령 주최 만찬 답사,1981-06-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772400037724019691.PDF,국제
1306802,전두환,[아세안5개국 순방편]출발성명,1981-06-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772200037722019689.PDF,국제
1306803,전두환,[아세안5개국 순방편]인니 도착성명,1981-06-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772300037723019690.PDF,국제
1306805,전두환,[아세안5개국 순방편]인니 경제각료와의 오찬 연설,1981-06-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772500037725019692.PDF,국제
1306806,전두환,[아세안5개국 순방편]자카르타기자회견,1981-06-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772600037726019693.PDF,국제
1306807,전두환,[아세안5개국 순방편]자카르타시청방문 인사말,1981-06-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772700037727019694.PDF,국제
1306809,전두환,[아세안5개국 순방편]인니 상공회의소 주최 오찬 연설,1981-06-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772900037729019696.PDF,국제
1306810,전두환,[아세안5개국 순방편]전두환 대한민국 대통령각하와 수하르토 인도네시아 대통령각하 간의 공동성명,1981-06-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773000037730019697.PDF,국제
1306801,전두환,프랑스 르·휘가로지와의 회견,1981-06-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772100037721019688.PDF,국내
1306808,전두환,[아세안5개국 순방편]인니 교민 초청 리셉션 격려사,1981-06-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772800037728019695.PDF,국제
1306800,전두환,싱가폴 성주일보와의 회견,1981-06-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263772000037720019687.PDF,국내
1306811,전두환,[아세안5개국 순방편]인니 출발성명,1981-06-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773100037731019698.PDF,국제
1306812,전두환,[아세안5개국 순방편]말레이시아 도착성명,1981-06-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773200037732019699.PDF,국제
1306813,전두환,[아세안5개국 순방편]아마드말레이시아 국왕 주최 만찬 답사,1981-06-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773300037733019700.PDF,국제
1306814,전두환,[아세안5개국 순방편]말레이시아 교민 초청 리셉션 격려사,1981-06-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773400037734019701.PDF,국제
1306816,전두환,[아세안5개국 순방편]말레이시아 출발성명,1981-07-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773600037736019703.PDF,국제
1306817,전두환,[아세안5개국 순방편]싱가폴 도착성명,1981-07-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773700037737019704.PDF,국제
1306818,전두환,[아세안5개국 순방편]요김셍 싱가폴 대통령권한대행 주최 만찬 답사,1981-07-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773800037738019705.PDF,국제
1306815,전두환,[아세안5개국 순방편]전두환 대한민국 대통령각하와 후세인 온말레이시아 수상각하간의 공동성명,1981-07-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773500037735019702.PDF,국제
1306821,전두환,[아세안5개국 순방편]전두환 대한민국 대통령각하와 리관유 싱가폴 수상각하 간의 공동성명,1981-07-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774100037741019708.PDF,국제
1306820,전두환,[아세안5개국 순방편]리관유 싱가폴 수상 주최 만찬 축배사,1981-07-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774000037740019707.PDF,국제
1306819,전두환,[아세안5개국 순방편]싱가폴 교민 초청 리셉션 격려사,1981-07-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263773900037739019706.PDF,국제
1306822,전두환,[아세안5개국 순방편]싱가폴 출발성명,1981-07-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774200037742019709.PDF,국제
1306824,전두환,[아세안5개국 순방편]방콕 시청방문 인사말,1981-07-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774400037744019711.PDF,국제
1306823,전두환,[아세안5개국 순방편]태국 도착성명,1981-07-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774300037743019710.PDF,국제
1306825,전두환,[아세안5개국 순방편]푸미폰 태국 국왕 주최 만찬 답사,1981-07-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774500037745019712.PDF,국제
1306826,전두환,[아세안5개국 순방편]태국 교민 초청 리셉션 격려사,1981-07-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774600037746019713.PDF,국제
1306827,전두환,[아세안5개국 순방편]방콕 프레스 클럽 연설,1981-07-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774700037747019714.PDF,국제
1306830,전두환,[아세안5개국 순방편]필리핀 도착성명,1981-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263775000037750019717.PDF,국제
1306828,전두환,[아세안5개국 순방편]전두환 대한민국 대통령각하와 프렘 태국 수상각하 간의 굥동성명,1981-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774800037748019715.PDF,국제
1306832,전두환,[아세안5개국 순방편]마르코스 필리핀 대통령 주최 만찬 답사,1981-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263775200037752019719.PDF,국제
1306829,전두환,[아세안5개국 순방편]태국 출발성명,1981-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263774900037749019716.PDF,국제
1306831,전두환,[아세안5개국 순방편]마르코스 필리핀 대통령 예방 인사말,1981-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263775100037751019718.PDF,국제
1306834,전두환,[아세안5개국 순방편]필리핀 교민 초청 리셉션 격려사,1981-07-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911263775400037754019721.PDF,국제
