구분번호,대통령,글제목,연설일자,원문보기,연설장소
1310540,이승만,비료는 농회(農會)서 배급 ,1949-11-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264007500040075012042.PDF,국내
1310542,이승만,외국인 잠입에 대한 대통령 담화 ,1949-11-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264007700040077012044.PDF,국내
1310541,이승만,"장기의 분열 불용인, 타국 적화해도 우리는 독립유지 ",1949-11-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264007600040076012043.PDF,국내
1310543,이승만,전기를 남용치 말자 ,1949-11-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264007800040078012045.PDF,국내
1310544,이승만,화재를 근멸하자 ,1949-11-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264007900040079012046.PDF,국내
1310545,이승만,건설적 비평의 사명에 관하여,1949-11-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008000040080012047.PDF,국내
1310546,이승만,"한국 적십자사에 대하야, 명예총재 리대통령 선포문 ",1949-11-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008100040081012048.PDF,국내
1310547,이승만,청년에게 고함 ,1949-11-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008200040082012049.PDF,국내
1310548,이승만,참된 혁명정신 가지고 민국을 육성하자 ,1949-11-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008300040083012050.PDF,국내
1310549,이승만,쉬운 한글 쓰도록 하자 ,1949-11-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008400040084012051.PDF,국내
1310550,이승만,남북동포는 동고동락 ,1949-11-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008500040085012052.PDF,국내
1310551,이승만,고적(古蹟)보존에 대하여 ,1949-12-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008600040086012053.PDF,국내
1310552,이승만,애국공채(愛國公債) 발행에 대하여 ,1949-12-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008700040087012054.PDF,국내
1310553,이승만,고적보존과 수리사업 ,1949-12-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008800040088012055.PDF,국내
1310554,이승만,대소 자본을 규합하여 국가경제를 확장하라 ,1949-12-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264008900040089012056.PDF,국내
1310555,이승만,정의와 평화,1949-12-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009000040090012057.PDF,국내
1310556,이승만,태평양국가는 공통이해를 확립하자 ,1949-12-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009100040091012058.PDF,국내
1310557,이승만,주석제품 성가(聲價) 높이어 해외에 판로를 구하라 ,1949-12-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009200040092012059.PDF,국내
1310558,이승만,"귀재(歸財) 가옥공장은 공개경매, 사기위법행위(詐欺違法行爲)는 엄벌 방침 ",1949-12-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009300040093012060.PDF,국내
1310559,이승만,협잡부정 없도록 귀속재산 공매하라 ,1949-12-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009400040094012061.PDF,국내
1310560,이승만,전등요(電燈料) 증액에 대하여 ,1949-12-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009500040095012062.PDF,국내
1310561,이승만,식량정책에 공매방식을 채택 ,1949-12-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264009600040096012063.PDF,국내
